"plot","species","value"
"wet_meadow_024","Deschampsia cespitosa",19
"wet_meadow_024","Filipendula ulmaria",31
"wet_meadow_024","Galium odoratum",4
"wet_meadow_024","Iris pseudacorus",23
"wet_meadow_024","Mentha aquatica",22
"wet_meadow_024","Vicia cracca",2
"wet_meadow_025","Achillea millefolium",5
"wet_meadow_025","Caltha palustris",23
"wet_meadow_025","Carex acuta",54
"wet_meadow_025","Deschampsia cespitosa",41
"wet_meadow_025","Hedera helix",3
"wet_meadow_025","Juncus effusus",44
"wet_meadow_025","Leucanthemum vulgare",2
"wet_meadow_025","Lychnis flos-cuculi",40
"wet_meadow_025","Melica uniflora",4
"wet_meadow_025","Mentha aquatica",13
"wet_meadow_025","Poa pratensis",10
"wet_meadow_025","Ranunculus acris",11
"wet_meadow_025","Trifolium repens",12
"wet_meadow_026","Aegopodium podagraria",3
"wet_meadow_026","Caltha palustris",34
"wet_meadow_026","Iris pseudacorus",22
"wet_meadow_026","Juncus effusus",28
"wet_meadow_026","Lychnis flos-cuculi",29
"wet_meadow_026","Poa pratensis",9
"wet_meadow_026","Quercus robur",2
"wet_meadow_026","Taraxacum officinale",17
"wet_meadow_027","Betula pendula",3
"wet_meadow_027","Caltha palustris",17
"wet_meadow_027","Carex acuta",45
"wet_meadow_027","Deschampsia cespitosa",31
"wet_meadow_027","Filipendula ulmaria",14
"wet_meadow_027","Iris pseudacorus",43
"wet_meadow_027","Juncus effusus",38
"wet_meadow_027","Lychnis flos-cuculi",13
"wet_meadow_027","Plantago major",12
"wet_meadow_027","Poa pratensis",22
"wet_meadow_027","Ranunculus acris",22
"wet_meadow_027","Rumex acetosa",4
"wet_meadow_028","Carex acuta",52
"wet_meadow_028","Deschampsia cespitosa",24
"wet_meadow_028","Filipendula ulmaria",38
"wet_meadow_028","Iris pseudacorus",39
"wet_meadow_028","Juncus effusus",12
"wet_meadow_028","Mentha aquatica",58
"wet_meadow_028","Quercus robur",1
"wet_meadow_029","Artemisia vulgaris",1
"wet_meadow_029","Ballota nigra",1
"wet_meadow_029","Caltha palustris",48
"wet_meadow_029","Carex acuta",23
"wet_meadow_029","Deschampsia cespitosa",40
"wet_meadow_029","Festuca ovina",3
"wet_meadow_029","Galium aparine",2
"wet_meadow_029","Iris pseudacorus",44
"wet_meadow_029","Juncus effusus",33
"wet_meadow_029","Lychnis flos-cuculi",37
"wet_meadow_029","Melica uniflora",2
"wet_meadow_029","Ranunculus acris",5
"wet_meadow_029","Sambucus nigra",4
"wet_meadow_029","Trifolium repens",9
"wet_meadow_030","Caltha palustris",36
"wet_meadow_030","Carex acuta",40
"wet_meadow_030","Deschampsia cespitosa",27
"wet_meadow_030","Filipendula ulmaria",34
"wet_meadow_030","Iris pseudacorus",53
"wet_meadow_030","Juncus effusus",23
"wet_meadow_030","Lychnis flos-cuculi",38
"wet_meadow_030","Plantago major",20
"wet_meadow_030","Taraxacum officinale",4
"wet_meadow_030","Trifolium repens",24
"wet_meadow_030","Vicia cracca",2
"woodland_001","Artemisia vulgaris",5
"woodland_001","Dryopteris filix-mas",21
"woodland_001","Fagus sylvatica",44
"woodland_001","Filipendula ulmaria",3
"woodland_001","Galium odoratum",22
"woodland_001","Hedera helix",29
"woodland_001","Melica uniflora",32
"woodland_001","Mercurialis perennis",38
"woodland_001","Plantago major",6
"woodland_001","Quercus robur",24
"woodland_001","Taraxacum officinale",9
"woodland_002","Caltha palustris",1
"woodland_002","Dryopteris filix-mas",19
"woodland_002","Fagus sylvatica",9
"woodland_002","Galium odoratum",46
"woodland_002","Hedera helix",32
"woodland_002","Leucanthemum vulgare",3
"woodland_002","Mercurialis perennis",20
"woodland_002","Plantago major",13
"woodland_002","Prunella vulgaris",2
"woodland_002","Quercus robur",37
"woodland_002","Ranunculus acris",12
"woodland_003","Anemone nemorosa",29
"woodland_003","Dryopteris filix-mas",53
"woodland_003","Fagus sylvatica",36
"woodland_003","Galium odoratum",46
"woodland_003","Hedera helix",28
"woodland_003","Melica uniflora",38
"woodland_003","Mercurialis perennis",44
"woodland_003","Poa pratensis",6
"woodland_003","Quercus robur",40
"woodland_003","Salvia pratensis",2
"woodland_004","Anemone nemorosa",14
"woodland_004","Dryopteris filix-mas",32
"woodland_004","Fagus sylvatica",29
"woodland_004","Galium odoratum",22
"woodland_004","Galium verum",2
"woodland_004","Hedera helix",41
"woodland_004","Melica uniflora",10
"woodland_004","Mercurialis perennis",10
"woodland_004","Quercus robur",30
"woodland_004","Veronica chamaedrys",2
"woodland_005","Ballota nigra",2
"woodland_005","Carex acuta",2
"woodland_005","Chelidonium majus",1
"woodland_005","Dryopteris filix-mas",12
"woodland_005","Fagus sylvatica",26
"woodland_005","Hedera helix",32
"woodland_005","Melica uniflora",35
"woodland_005","Mercurialis perennis",18
"woodland_005","Quercus robur",30
"woodland_005","Ranunculus acris",2
"woodland_005","Taraxacum officinale",5
"woodland_006","Achillea millefolium",4
"woodland_006","Anemone nemorosa",45
"woodland_006","Dryopteris filix-mas",33
"woodland_006","Fagus sylvatica",28
"woodland_006","Festuca ovina",2
"woodland_006","Galium odoratum",57
"woodland_006","Hedera helix",11
"woodland_006","Mentha aquatica",4
"woodland_006","Plantago major",6
"woodland_006","Prunella vulgaris",3
"woodland_006","Quercus robur",40
"woodland_006","Veronica chamaedrys",3
"woodland_007","Anemone nemorosa",44
"woodland_007","Dryopteris filix-mas",64
"woodland_007","Fagus sylvatica",29
"woodland_007","Galium odoratum",25
"woodland_007","Hedera helix",28
"woodland_007","Lotus corniculatus",5
"woodland_007","Melica uniflora",28
"woodland_007","Mentha aquatica",5
"woodland_007","Mercurialis perennis",28
"woodland_007","Prunella vulgaris",3
"woodland_007","Quercus robur",29
"woodland_007","Rumex acetosa",3
"woodland_007","Thymus serpyllum",2
"woodland_008","Anemone nemorosa",25
"woodland_008","Dryopteris filix-mas",30
"woodland_008","Fagus sylvatica",30
"woodland_008","Galium odoratum",42
"woodland_008","Melica uniflora",34
"woodland_008","Mercurialis perennis",36
"woodland_008","Poa pratensis",5
"woodland_008","Quercus robur",30
"woodland_008","Taraxacum officinale",19
"woodland_009","Anemone nemorosa",62
"woodland_009","Ballota nigra",1
"woodland_009","Bromus erectus",2
"woodland_009","Dactylis glomerata",4
"woodland_009","Dryopteris filix-mas",42
"woodland_009","Fagus sylvatica",16
"woodland_009","Galium odoratum",64
"woodland_009","Hedera helix",43
"woodland_009","Melica uniflora",18
"woodland_009","Mercurialis perennis",18
"woodland_009","Plantago major",4
"woodland_009","Quercus robur",32
"woodland_009","Sambucus nigra",6
"woodland_009","Taraxacum officinale",7
"woodland_009","Trifolium repens",8
"woodland_010","Achillea millefolium",2
"woodland_010","Anemone nemorosa",48
"woodland_010","Ballota nigra",4
"woodland_010","Deschampsia cespitosa",4
"woodland_010","Fagus sylvatica",38
"woodland_010","Galium odoratum",36
"woodland_010","Hedera helix",42
"woodland_010","Melica uniflora",44
"woodland_010","Mercurialis perennis",22
"woodland_010","Plantago lanceolata",2
"woodland_010","Poa pratensis",5
"woodland_010","Prunella vulgaris",2
"woodland_010","Quercus robur",26
"woodland_010","Trifolium repens",14
"woodland_010","Veronica chamaedrys",1
"woodland_011","Achillea millefolium",2
"woodland_011","Anemone nemorosa",21
"woodland_011","Dryopteris filix-mas",43
"woodland_011","Fagus sylvatica",53
"woodland_011","Galium odoratum",20
"woodland_011","Hedera helix",65
"woodland_011","Melica uniflora",29
"woodland_011","Mercurialis perennis",34
"woodland_011","Plantago major",5
"woodland_011","Quercus robur",32
"woodland_011","Ranunculus acris",8
"woodland_012","Anemone nemorosa",40
"woodland_012","Dryopteris filix-mas",20
"woodland_012","Fagus sylvatica",39
"woodland_012","Festuca ovina",1
"woodland_012","Galium odoratum",21
"woodland_012","Galium verum",2
"woodland_012","Hedera helix",12
"woodland_012","Hypericum perforatum",4
"woodland_012","Melica uniflora",41
"woodland_012","Plantago major",11
"woodland_012","Poa pratensis",17
"woodland_012","Rubus caesius",2
"woodland_013","Anemone nemorosa",48
"woodland_013","Carex acuta",8
"woodland_013","Chelidonium majus",4
"woodland_013","Dryopteris filix-mas",19
"woodland_013","Fagus sylvatica",26
"woodland_013","Hedera helix",54
"woodland_013","Juncus effusus",3
"woodland_013","Melica uniflora",25
"woodland_013","Mercurialis perennis",20
"woodland_013","Poa pratensis",13
"woodland_013","Quercus robur",43
"woodland_013","Ranunculus acris",8
"woodland_013","Rumex acetosa",2
"woodland_014","Anemone nemorosa",14
"woodland_014","Dryopteris filix-mas",11
"woodland_014","Fagus sylvatica",18
"woodland_014","Galium odoratum",39
"woodland_014","Hedera helix",13
"woodland_014","Leucanthemum vulgare",3
"woodland_014","Mercurialis perennis",37
"woodland_014","Plantago major",4
"woodland_014","Ranunculus acris",7
"woodland_014","Trifolium repens",10
"woodland_015","Ballota nigra",2
"woodland_015","Dryopteris filix-mas",21
"woodland_015","Fagus sylvatica",47
"woodland_015","Galium odoratum",25
"woodland_015","Hedera helix",49
"woodland_015","Hypericum perforatum",3
"woodland_015","Melica uniflora",23
"woodland_015","Mercurialis perennis",34
"woodland_015","Quercus robur",25
"woodland_015","Trifolium repens",16
"woodland_016","Anemone nemorosa",24
"woodland_016","Dryopteris filix-mas",36
"woodland_016","Galium odoratum",34
"woodland_016","Hedera helix",17
"woodland_016","Lotus corniculatus",2
"woodland_016","Melica uniflora",13
"woodland_016","Mercurialis perennis",64
"woodland_016","Plantago major",6
"woodland_016","Prunella vulgaris",1
"woodland_016","Quercus robur",36
"woodland_016","Sambucus nigra",1
"woodland_016","Taraxacum officinale",16
"woodland_016","Trifolium repens",2
"woodland_017","Anemone nemorosa",22
"woodland_017","Deschampsia cespitosa",2
"woodland_017","Dryopteris filix-mas",26
"woodland_017","Fagus sylvatica",9
"woodland_017","Galium odoratum",45
"woodland_017","Hedera helix",30
"woodland_017","Leucanthemum vulgare",4
"woodland_017","Lychnis flos-cuculi",2
"woodland_017","Melica uniflora",20
"woodland_017","Mercurialis perennis",28
"woodland_017","Plantago major",10
"woodland_017","Poa pratensis",10
"woodland_017","Quercus robur",14
"woodland_017","Rubus caesius",5
"woodland_018","Aegopodium podagraria",1
"woodland_018","Dryopteris filix-mas",29
"woodland_018","Fagus sylvatica",16
"woodland_018","Galium odoratum",17
"woodland_018","Lotus corniculatus",3
"woodland_018","Melica uniflora",64
"woodland_018","Poa pratensis",6
"woodland_018","Quercus robur",25
"woodland_018","Thymus serpyllum",1
"woodland_019","Anemone nemorosa",25
"woodland_019","Carex acuta",3
"woodland_019","Dryopteris filix-mas",12
"woodland_019","Fagus sylvatica",42
"woodland_019","Galium odoratum",22
"woodland_019","Hedera helix",32
"woodland_019","Melica uniflora",13
"woodland_019","Mercurialis perennis",52
"woodland_019","Plantago major",5
"woodland_019","Poa pratensis",9
"woodland_019","Quercus robur",15
"woodland_019","Ranunculus acris",10
"woodland_019","Trifolium repens",5
"woodland_019","Urtica dioica",2
"woodland_020","Anemone nemorosa",66
"woodland_020","Dryopteris filix-mas",34
"woodland_020","Fagus sylvatica",25
"woodland_020","Galium odoratum",17
"woodland_020","Hedera helix",24
"woodland_020","Melica uniflora",38
"woodland_020","Mercurialis perennis",38
"woodland_020","Quercus robur",59
"woodland_020","Ranunculus acris",7
"woodland_021","Anemone nemorosa",18
"woodland_021","Chelidonium majus",4
"woodland_021","Dryopteris filix-mas",26
"woodland_021","Fagus sylvatica",36
"woodland_021","Hedera helix",23
"woodland_021","Melica uniflora",21
"woodland_021","Mercurialis perennis",26
"woodland_021","Plantago major",14
"woodland_021","Ranunculus acris",4
"woodland_021","Rubus caesius",5
"woodland_022","Anemone nemorosa",17
"woodland_022","Dryopteris filix-mas",20
"woodland_022","Fagus sylvatica",22
"woodland_022","Festuca ovina",1
"woodland_022","Galium odoratum",30
"woodland_022","Hedera helix",16
"woodland_022","Juncus effusus",2
"woodland_022","Melica uniflora",19
"woodland_022","Mercurialis perennis",29
"woodland_022","Plantago major",14
"woodland_022","Quercus robur",44
"woodland_022","Rubus caesius",2
"woodland_022","Trifolium repens",2
"woodland_023","Anemone nemorosa",8
"woodland_023","Chelidonium majus",1
"woodland_023","Dryopteris filix-mas",16
"woodland_023","Fagus sylvatica",35
"woodland_023","Galium odoratum",68
"woodland_023","Hedera helix",27
"woodland_023","Melica uniflora",43
"woodland_023","Mercurialis perennis",10
"woodland_023","Pinus sylvestris",6
"woodland_023","Plantago major",6
"woodland_023","Quercus robur",46
"woodland_023","Ranunculus acris",13
"woodland_024","Anemone nemorosa",44
"woodland_024","Dryopteris filix-mas",43
"woodland_024","Galium odoratum",47
"woodland_024","Hedera helix",20
"woodland_024","Juncus effusus",2
"woodland_024","Melica uniflora",29
"woodland_024","Mercurialis perennis",34
"woodland_024","Plantago major",7
"woodland_024","Poa pratensis",15
"woodland_024","Prunella vulgaris",7
"woodland_024","Quercus robur",37
"woodland_024","Ranunculus acris",29
"woodland_025","Chelidonium majus",2
"woodland_025","Dactylis glomerata",3
"woodland_025","Dryopteris filix-mas",10
"woodland_025","Fagus sylvatica",8
"woodland_025","Galium odoratum",40
"woodland_025","Hedera helix",33
"woodland_025","Melica uniflora",29
"woodland_025","Mercurialis perennis",40
"woodland_025","Pinus sylvestris",2
"woodland_025","Quercus robur",36
"woodland_025","Ranunculus acris",14
"woodland_025","Sambucus nigra",1
"woodland_025","Trifolium repens",18
"woodland_026","Anemone nemorosa",36
"woodland_026","Chelidonium majus",4
"woodland_026","Deschampsia cespitosa",2
"woodland_026","Dryopteris filix-mas",26
"woodland_026","Hedera helix",27
"woodland_026","Juncus effusus",3
"woodland_026","Melica uniflora",51
"woodland_026","Poa pratensis",10
"woodland_026","Quercus robur",12
"woodland_026","Ranunculus acris",9
"woodland_026","Taraxacum officinale",10
"woodland_026","Trifolium repens",5
"woodland_027","Achillea millefolium",3
"woodland_027","Anemone nemorosa",31
"woodland_027","Bromus erectus",1
"woodland_027","Caltha palustris",1
"woodland_027","Dactylis glomerata",6
"woodland_027","Fagus sylvatica",35
"woodland_027","Galium odoratum",29
"woodland_027","Hedera helix",30
"woodland_027","Hypericum perforatum",1
"woodland_027","Juncus effusus",1
"woodland_027","Leucanthemum vulgare",2
"woodland_027","Melica uniflora",31
"woodland_027","Mercurialis perennis",13
"woodland_027","Plantago lanceolata",2
"woodland_027","Quercus robur",21
"woodland_027","Ranunculus acris",17
"woodland_027","Salvia pratensis",1
"woodland_027","Trifolium repens",6
"woodland_028","Anemone nemorosa",37
"woodland_028","Dryopteris filix-mas",22
"woodland_028","Galium aparine",2
"woodland_028","Galium odoratum",35
"woodland_028","Lotus corniculatus",3
"woodland_028","Melica uniflora",16
"woodland_028","Mercurialis perennis",38
"woodland_028","Plantago major",14
"woodland_028","Quercus robur",27
"woodland_028","Salvia pratensis",3
"woodland_028","Trifolium repens",14
"woodland_029","Anemone nemorosa",23
"woodland_029","Artemisia vulgaris",6
"woodland_029","Dryopteris filix-mas",10
"woodland_029","Fagus sylvatica",45
"woodland_029","Galium odoratum",28
"woodland_029","Hedera helix",44
"woodland_029","Melica uniflora",34
"woodland_029","Mercurialis perennis",45
"woodland_029","Quercus robur",47
"woodland_029","Trifolium repens",12
"woodland_029","Urtica dioica",1
"woodland_030","Caltha palustris",3
"woodland_030","Chelidonium majus",2
"woodland_030","Dryopteris filix-mas",46
"woodland_030","Fagus sylvatica",39
"woodland_030","Galium odoratum",58
"woodland_030","Hedera helix",39
"woodland_030","Melica uniflora",48
"woodland_030","Mercurialis perennis",37
"woodland_030","Poa pratensis",26
"woodland_030","Quercus robur",20
"woodland_030","Urtica dioica",5
"woodland_030","Vicia cracca",1
